gps_sow, latitude, longitude, height
391625.5,  51.711953203,  -0.210253980,  141.8960
391626.0,  51.711953212,  -0.210253958,  141.9018
391626.5,  51.711953185,  -0.210253958,  141.8932
391627.0,  51.711953179,  -0.210253967,  141.8901
391627.5,  51.711953204,  -0.210253956,  141.8881
391628.0,  51.711953188,  -0.210253971,  141.8956
391628.5,  51.711953202,  -0.210253948,  141.8932
391629.0,  51.711953218,  -0.210253958,  141.8982
391629.5,  51.711953189,  -0.210253950,  141.8949
391630.0,  51.711953217,  -0.210253945,  141.9012
391630.5,  51.711953886,  -0.210253905,  141.8762
391631.0,  51.711953898,  -0.210253843,  141.8837
391631.5,  51.711953925,  -0.210253890,  141.8821
391632.0,  51.711953926,  -0.210253929,  141.8740
391632.5,  51.711953942,  -0.210253925,  141.8671
391633.0,  51.711953986,  -0.210253997,  141.8699
391633.5,  51.711954035,  -0.210254004,  141.8729
391634.0,  51.711953982,  -0.210254039,  141.8641
391634.5,  51.711953985,  -0.210254137,  141.8807
391635.0,  51.711953960,  -0.210254213,  141.8735
391635.5,  51.711953911,  -0.210254242,  141.8881
391636.0,  51.711953167,  -0.210253935,  141.9015
391636.5,  51.711953173,  -0.210253928,  141.9059
391637.0,  51.711953205,  -0.210253920,  141.9118
391637.5,  51.711953181,  -0.210253931,  141.9091
391638.0,  51.711953200,  -0.210253896,  141.9062
391638.5,  51.711953189,  -0.210253899,  141.9119
391639.0,  51.711953198,  -0.210253895,  141.9072
391639.5,  51.711953186,  -0.210253926,  141.9104
391640.0,  51.711953196,  -0.210253869,  141.9143
391640.5,  51.711953193,  -0.210253880,  141.9169
391641.0,  51.711953212,  -0.210253865,  141.9139
391641.5,  51.711953228,  -0.210253881,  141.9185
391642.0,  51.711953212,  -0.210253905,  141.9178
391642.5,  51.711953359,  -0.210255101,  141.9522
391643.0,  51.711953394,  -0.210255173,  141.9554
391643.5,  51.711953397,  -0.210255261,  141.9666
391644.0,  51.711953383,  -0.210255344,  141.9593
391644.5,  51.711953319,  -0.210255410,  141.9697
391645.0,  51.711953326,  -0.210255454,  141.9743
391645.5,  51.711953307,  -0.210255464,  141.9797
391646.0,  51.711953257,  -0.210255489,  141.9782
