secs, centisecs, vread
235,23575,9
236,23613,12
236,23651,7
236,23689,2
237,23727,1
237,23776,12
238,23814,8
238,23852,0
238,23890,4
239,23928,15
239,23976,16
240,24014,0
240,24052,8
240,24090,0
241,24128,0
241,24177,13
242,24216,1
242,24254,0
242,24292,2
243,24330,14
243,24374,13
244,24412,11
244,24450,13
244,24488,9
245,24526,3
245,24576,13
246,24614,0
246,24652,5
246,24690,8
247,24728,12
247,24777,7
248,24815,0
248,24874,0
249,24912,0
249,24950,0
249,24988,7
250,25026,4
250,25075,15
251,25117,0
251,25177,0
252,25215,0
252,25274,8
253,25312,14
253,25350,0
253,25388,9
254,25426,7
254,25475,5
255,25513,0
255,25551,7
255,25589,9
256,25627,12
256,25676,0
257,25714,6
257,25775,8
258,25813,7
258,25851,7
258,25889,3
259,25927,11
259,25973,6
260,26011,9
260,26049,6
260,26087,12
261,26125,4
261,26174,4
262,26212,2
262,26250,13
262,26288,2
263,26326,3
263,26376,11
264,26414,11
264,26473,14
265,26511,10
265,26549,12
265,26587,11
266,26625,8
266,26674,3
267,26712,2
267,26750,2
267,26788,8
268,26826,0
268,26878,4
269,26916,11
269,26973,7
270,27012,8
270,27050,9
270,27088,1
271,27126,13
271,27175,10
272,27213,11
272,27272,9
273,27310,13
273,27348,0
273,27386,1
274,27424,9
274,27473,13
275,27511,4
275,27549,2
275,27587,5
276,27625,10
276,27674,0
277,27712,1
277,27750,3
277,27788,5
278,27826,8
278,27875,12
279,27913,11
279,27951,1
279,27989,13
280,28027,5
280,28076,0
281,28114,0
281,28174,0
282,28212,8
282,28250,6
282,28288,8
283,28326,14
283,28375,0
284,28413,6
284,28472,15
285,28511,9
285,28549,15
285,28587,7
286,28625,12
286,28674,9
287,28712,6
287,28772,12
288,28810,0
288,28848,1
288,28886,8
289,28924,10
289,28972,4
290,29010,14
290,29048,6
290,29086,13
291,29124,13
291,29173,2
292,29211,1
292,29249,5
292,29287,11
293,29325,9
293,29375,15
294,29413,13
294,29472,7
295,29510,8
295,29548,0
295,29586,5
296,29624,8
296,29673,4
297,29711,15
297,29749,11
297,29787,10
298,29825,6
298,29874,15
299,29913,0
299,29971,7
300,30009,15
300,30047,2
300,30085,4
301,30123,6
301,30172,0
302,30210,3
302,30248,6
302,30286,8
303,30327,6
303,30371,8
304,30410,8
304,30448,14
304,30486,6
305,30524,0
305,30574,11
306,30612,6
306,30671,5
307,30709,6
307,30747,12
307,30785,6
308,30823,11
308,30873,3
309,30911,8
309,30949,4
309,30987,3
310,31025,2
310,31074,0
311,31112,13
311,31172,0
312,31210,1
312,31248,0
312,31286,3
313,31324,6
313,31373,0
314,31411,4
314,31470,1
315,31508,0
315,31546,3
315,31584,3
316,31622,0
316,31671,4
317,31709,2
317,31747,2
317,31786,9
318,31824,1
318,31873,15
319,31912,6
319,31950,4
319,31988,10
320,32026,0
320,32073,13
321,32111,0
321,32170,4
322,32208,13
322,32246,6
322,32284,4
323,32322,0
323,32372,1
324,32410,13
324,32469,5
325,32507,0
325,32545,8
325,32583,15
326,32621,9
326,32670,7
327,32708,0
327,32746,0
327,32784,10
328,32822,7
328,32871,16
329,32909,8
329,32947,6
329,32985,0
330,33023,14
330,33072,3
331,33110,1
331,33169,2
332,33207,0
332,33245,14
332,33283,4
333,33321,12
333,33370,12
334,33408,0
334,33446,7
334,33484,11
335,33522,10
335,33572,0
336,33610,0
336,33669,8
337,33707,1
337,33745,4
337,33783,3
338,33824,2
338,33868,0
339,33906,12
339,33944,7
339,33982,4
340,34020,13
340,34069,12
341,34107,14
341,34145,0
341,34183,4
342,34221,1
342,34270,13
343,34308,13
343,34346,9
343,34384,15
344,34422,12
344,34471,4
345,34509,0
345,34568,0
346,34606,15
346,34644,11
346,34682,12
347,34721,0
347,34769,0
348,34808,12
348,34846,2
348,34884,2
349,34922,2
349,34969,4
350,35007,13
350,35045,13
350,35083,7
351,35121,6
351,35170,12
352,35209,0
352,35268,11
353,35306,0
353,35344,0
353,35382,0
354,35420,7
354,35469,0
355,35507,10
355,35545,8
355,35583,8
356,35621,10
356,35670,0
357,35709,8
357,35768,9
358,35806,4
358,35844,7
358,35882,9
359,35920,12
359,35971,11
360,36009,9
360,36068,3
361,36107,0
361,36145,13
361,36183,5
362,36221,6
362,36270,12
363,36308,9
363,36367,1
364,36405,0
364,36443,7
364,36481,3
365,36519,12
365,36568,0
366,36607,1
366,36645,0
366,36683,15
367,36721,1
367,36770,0
368,36808,8
368,36867,0
369,36905,14
369,36943,5
369,36981,15
370,37019,10
370,37068,1
371,37107,7
371,37166,0
372,37204,0
372,37242,14
372,37280,11
373,37321,4
373,37370,13
374,37408,10
374,37467,0
375,37506,3
375,37544,4
375,37582,15
376,37620,12
376,37669,3
377,37708,2
377,37767,0
378,37805,3
378,37843,11
378,37881,2
379,37919,2
379,37970,6
380,38009,13
380,38068,0
381,38106,0
381,38144,3
381,38182,0
382,38220,11
382,38270,6
383,38308,12
383,38367,1
384,38406,12
384,38444,7
384,38482,7
385,38520,12
385,38569,11
386,38607,2
386,38666,2
387,38704,12
387,38742,7
387,38780,14
388,38818,7
388,38868,4
389,38906,7
389,38944,1
389,38982,8
390,39020,7
390,39069,0
391,39107,6
391,39166,10
392,39204,8
392,39242,0
392,39280,11
393,39318,8
393,39367,7
394,39406,2
394,39466,13
395,39504,10
395,39542,10
395,39580,12
396,39618,6
396,39667,5
397,39705,14
397,39743,5
397,39781,6
398,39819,14
398,39868,0
399,39906,9
399,39944,0
399,39982,14
400,40020,5
400,40070,8
401,40108,6
401,40167,11
402,40205,0
402,40243,13
402,40281,14
403,40319,3
403,40368,3
404,40407,0
404,40466,3
405,40504,0
405,40542,4
405,40580,7
406,40618,0
406,40668,0
407,40709,15
407,40768,14
408,40806,0
