gps_sow, latitude, longitude, height
406061.5,  51.711952303,  -0.210256606,  142.1288
406062.0,  51.711952261,  -0.210256619,  142.1335
406062.5,  51.711952210,  -0.210256625,  142.1561
406063.0,  51.711952157,  -0.210256589,  142.1415
406063.5,  51.711952131,  -0.210256575,  142.1570
406064.0,  51.711952055,  -0.210256595,  142.1560
406064.5,  51.711952011,  -0.210256668,  142.1624
406065.0,  51.711951947,  -0.210256659,  142.1576
406065.5,  51.711951890,  -0.210256714,  142.1771
406066.0,  51.711951849,  -0.210256746,  142.1767
406066.5,  51.711951770,  -0.210256802,  142.1789
406067.0,  51.711951704,  -0.210256821,  142.1927
406067.5,  51.711951651,  -0.210256872,  142.1979
406068.0,  51.711950583,  -0.210258869,  142.2191
406068.5,  51.711950587,  -0.210258863,  142.2182
406069.0,  51.711950585,  -0.210258882,  142.2282
406069.5,  51.711950592,  -0.210258887,  142.2257
406070.0,  51.711950610,  -0.210258833,  142.2260
406070.5,  51.711950597,  -0.210258852,  142.2240
406071.0,  51.711950589,  -0.210258848,  142.2196
406071.5,  51.711950603,  -0.210258837,  142.2228
406072.0,  51.711950597,  -0.210258815,  142.2186
406072.5,  51.711950598,  -0.210258840,  142.2189
406073.0,  51.711950606,  -0.210258810,  142.2266
406073.5,  51.711950610,  -0.210258834,  142.2353
406074.0,  51.711950608,  -0.210258831,  142.2317
406074.5,  51.711950576,  -0.210258822,  142.2204
406075.0,  51.711950588,  -0.210258811,  142.2213
406075.5,  51.711950569,  -0.210258822,  142.2261
406076.0,  51.711950573,  -0.210258800,  142.2224
406076.5,  51.711950578,  -0.210258767,  142.2206
406077.0,  51.711950580,  -0.210258803,  142.2310
406077.5,  51.711950581,  -0.210258803,  142.2248
406078.0,  51.711950567,  -0.210258804,  142.2170
406078.5,  51.711950561,  -0.210258781,  142.2229
406079.0,  51.711950569,  -0.210258787,  142.2218
406079.5,  51.711950567,  -0.210258803,  142.2240
406080.0,  51.711950566,  -0.210258775,  142.2298
406080.5,  51.711950582,  -0.210258785,  142.2257
406081.0,  51.711950571,  -0.210258761,  142.2244
406081.5,  51.711950585,  -0.210258795,  142.2336
406082.0,  51.711950578,  -0.210258758,  142.2315
406082.5,  51.711950572,  -0.210258733,  142.2242
406083.0,  51.711950589,  -0.210258756,  142.2296
406083.5,  51.711950591,  -0.210258758,  142.2315
406084.0,  51.711950582,  -0.210258750,  142.2298
406084.5,  51.711950583,  -0.210258743,  142.2278
406085.0,  51.711950589,  -0.210258729,  142.2229
406085.5,  51.711950593,  -0.210258736,  142.2282
406086.0,  51.711950589,  -0.210258725,  142.2338
406086.5,  51.711950603,  -0.210258722,  142.2324
406087.0,  51.711950570,  -0.210258752,  142.2332
406087.5,  51.711950588,  -0.210258761,  142.2333
406088.0,  51.711950594,  -0.210258759,  142.2405
406088.5,  51.711950592,  -0.210258767,  142.2385
406089.0,  51.711950594,  -0.210258721,  142.2414
406089.5,  51.711950608,  -0.210258690,  142.2419
406090.0,  51.711950610,  -0.210258731,  142.2392
406090.5,  51.711950611,  -0.210258687,  142.2353
406091.0,  51.711950602,  -0.210258688,  142.2301
406091.5,  51.711950597,  -0.210258695,  142.2336
406092.0,  51.711950613,  -0.210258691,  142.2430
406092.5,  51.711950600,  -0.210258689,  142.2435
406093.0,  51.711950602,  -0.210258654,  142.2340
406093.5,  51.711950613,  -0.210258671,  142.2313
406094.0,  51.711950603,  -0.210258667,  142.2367
406094.5,  51.711950612,  -0.210258665,  142.2379
